LPTS_LPT_ID,EX_TITLE
4562,"""Na obrazku widzę..."""
4562,"""Na obrazku widzę..."""
4563,Proszenie o pisak
4564,Proszenie o kostkę
4565,Proszenie o pisak
4566,Proszenie o kostkę
4567,Podpisanie się imieniem
4568,"""Brawo"", ""Udało Ci się"""
4569,"""Daj piłkę"", ""Daj kręgla"""
4570,"""Następnym razem i się uda"", ""Nie udało Ci się"""
4571,"""Brawo"", ""Udało Ci się"""
4572,"""Daj piłkę"", ""Daj kręgla"""
4573,"""Następnym razem i się uda"", ""Nie udało Ci się"""
4576,15 min
4577,oblicza odpowiednią kwotę 
4579,spontaniczne komunikowanie się
4584,"Pokaż daj literę F, G, H, I "
4585,Na widok wzmocnienia prosi o onie podając pusty obrazek leżący przed nim na stole
4585,Na widok wzmocnienia prosi o nie podając konkretny obrazek leżący przed nim na stole
4585,Na widok wzmocnienia prosi o nie podając konkretny obrazek  z książki PECS (1 obrazek na wierzchu książki)
4585,Podaje obrazek z książki PECS  odłożonej w różnych miejscach w zasięgu wzroku
4585,"Podaje obrazek z książki terapeucie odwróconemu,  ""zaczepiając go"" i demonstrując mu komunikat"
4585,"Podaje obrazek z książki terapeucie oddalonemu,  ""zaczepiając go"" i demonstrując mu komunikat"
4585,Podaje właściwy obrazek (wybór z dwóch atrakcyjny/ nieatrakcyjny)
4585,Podaje właściwy obrazek różnicując z dwóch atrakcyjnych
4586,"Dziecko mówi jedno zdanie ""Na obrazku widzę..."""
4586,"Dziecko mówi dwa zdania ""na obraku widzę.."""
4586,"Dziecko mówi trzy zdania ""Na obrazu widzę...."""
4586,"Dziecko mówi cztery zdania ""Na obrazku widzę..."""
4587,Moja mama ma na imię...
4587,Moja mama lubi...
4587,Moja mama ma...
4587,Ja lubię z mamą...
4588,Mój tata ma na imię...
4588,Moj tata lubi...
4588,Mój tata ma..
4588,Ja lubię z tatą....
4590,Rysowanie figur geomeryczych-trojkąt
4591,Rysowanie figur gemetrycznych- koło
4592,Rysowanie figur geometrycznych-kwadrat
4596,odliczanie odpowiedniej kwoty
4597,realizuje przeczytane instrukcje
4600,uczeń czyta więcej wyrazów w ciągu 1 min
4605,Czyta skrypt
4605,Słucha odpowiedzi osoby z którą rozmawia
4605,Odrywa przeczytany skrypt
4605,Odkłada skrypt obok
4606,Czyta skrypt
4606,Słucha odpowiedzi osoby z którą rozmawia
4606,Odrywa przeczytany skrypt
4606,Odkłada skrypt obok
4607,uczeń spokojnie angażuje się w aktywność wybraną przez inną osobę
4608,Sortowanie 2 kategorii - pojazdy/ludzie
4609,Sortowanie 2 kategorii - pojazdy/zwierzęta
4610,Sortowanie 2 kategorii - pojazdy/żywaność
4611,Sortowanie 2 kategorii - zwierzęta/ludzie
4612,Sortowanie 2 kategorii - żywność/ludzie
4613,Sortowanie 2 kategorii - żywność/ludzie
4614,Sortowanie 2 kategori - ubrania/ludzie
4615,Sortowanie 2 kategori - ubrania/pojazdy
4616,Sortowanie 2 kategori - ubrania/zwierzęta
4617,Sortowanie 2 kategori - ubrania/żywność
4618,Sortowanie 3 kategorii - ubrania/ludzie/pojazdy
4619,Sortowanie 3 kategorii - ubrania/ludzie/zwierzęta
4620,Sortowanie 3 kategorii - ubrania/pojazdy/zwierzęta
4621,Sortowanie 3 kategorii - żywność/ludzie/zwierzęta
4622,Sortowanie 3 kategorii - żywność/pojazdy/zwierzęta
4623, Sortowanie 4 kategorii - pojazdy/ludzie/ubrania/zwierzęta
4624,Sortowanie 4 kategorii - żywność/ludzie/ubrania/pojazdy
4625,Sortowanie 4 kategorii - żywność/ludzie/ubrania/zwierzęta
4626,Sortowanie 4 kategorii - żywność/ludzie/zwierzęta/pojazdy
4627,Sortowanie 5 kategorii - pojazdy/ludzie/ubrania/zwierzęta/żywność
4628,Pytanie: Kto?
4629,Pytanie: Co?
4630,Pytanie: Gdzie?
4631,Mały/duży- określanie przymiotników przeciwstawnych - na kartach pracy/ilustracjach
4632,Mały/duży- określanie przymiotników przeciwstawnych - na konkretach
4633,Krótki/długi- określanie przymiotników przeciwstawnych - na kartach pracy/ilustracjach
4634,Krótki/długi- określanie przymiotników przeciwstawnych - na konkretach
4635,Pusty/pełny- określanie przymiotników przeciwstawnych - na kartach pracy/ilustracjach
4636,Pusty/pełny- określanie przymiotników przeciwstawnych - na konkretach
4637,15 min
4638,Czyta skrypt
4638,Słucha odpowiedzi osoby z którą rozmawia
4638,Odrywa przeczytany skrypt
4638,Odkłada skrypt obok
4639,Czyta skrypt
4639,Słucha odpowiedzi osoby z którą rozmawia
4639,Odrywa przeczytany skrypt
4639,Odkłada skrypt obok
4642,odliczanie odpowiedniej kwoty
4647,realizuje przeczytane instrukcje
4650,uczeń czyta więcej wyrazów w ciągu 1 min
4651,Czekanie na swoją kolej podczas 3 pytań
4652,Czekanie na swoją kolej podczas 5 pytań
4653,Czekanie na swoją kolej podczas 7 pytań
4654,Czekanie na swoją kolej podczas 10 pytań
4655,uczeń spokojnie angażuje się w aktywność wybraną przez inną osobę
4656,uczeń spokojnie zaprasza do wspólnej gry
4657,uczeń zachowuje się spokojnie kiedy przegra
4658,"Usiądź na krześle, wstań, załóż ręce"
4659," Wróć, zatrzymaj się/stop, zaczekaj"
4663,Dodawanie na konkretach w zakresie 20 (LB)
4664,Rozpoznawanie nominałów: 1zł/2zł/5zł
4664,Rozpoznawanie nominałów: 1gr/2gr/5gr
4664,Rozpoznawanie nominałów: 10gr/20gr
4664,Rozpoznawanie nominałów: 10zł/20zł
4665,Nazywanie nominałów: 1zł/2zł/5zł
4665,Nazywanie nominałów: 1gr/2gr/5gr
4665,Nazywanie nominałów: 10gr/20gr
4665,Nazywanie nominałów: 10zł/20zł
4666,Rozmienianie 2zł nominałem 1zł
4666,Rozmienianie 5 zł nominałem 1zł
4667,ostatnia litera
4667,kolejna litera od końca (R)
4667,kolejna litera od końca (R)
4667,kolejna litera od końca (O)
4667,kolejna litera od końca (Z)
4667,kolejna litera od końca (G)
4667,kolejna litera od końca (E)
4667,pierwsza litera (G)
4668,kolejna litera od końca (O)
4668,ostatnia litera (I)
4668,kolejna litera od końca (K)
4668,kolejna litera od końca (C)
4668,kolejna litera od końca (C)
4668,kolejna litera od końca (H)
4668,kolejna litera od końca (I)
4668,pierwsza litera (C)
4669,"Pisze cyfry 1,2,3"
4670,"Pisze cyfry 4,5,6"
4671,"Pisze cyfry 7,8,9"
4672,Pisze cyfre 0
4673,"talerz, widelec, łyżka"
4673,"miska, nóż, kubek"
4673,"tablet, piłka, plecak"
4673,"bluza, spodnie, buty"
4676,Napisz jak masz na imię
4677,Napisz jak masz na nazwisko
4678,do 30
4678,do 40
4681,On task podczas zabawy grupowej
4682,On task podczas zajęć grupowych
4683,On task podczas zajęć grupowych
4684,On task podczas swobodnej zabawy
4685,Czynność - Jeść
4686,Czynność - Pić
4687,Czynność - Myć zęby
4688,Czynność - Spać
4689,Czynność - Czytać książkę
4690,"Jemy...(kanapkę, jabłko)"
4691,"Pijemy... (wodę, herbatę)"
4692,Śpimy... (w łóżku)
4694,spontaniczne komunikowanie się
4695,30 słów jedno- i dwusylabowe
4695,50 słów jedno i dwusylabowe
4696,"25 słów jedno-, dwu- i trzysylabowych"
4696,"30 słów jedno-, dwu- i trzysylabowe "
4696,"40 słów jedno-, dwu- i trzysylabowe"
4697,Trójkąt - rysowanie według wzoru.
4698,"Dopasowanie liczby do cyfry 5,6,7."
4699,Uderzenie rękami w uda
4700,tupanie nogami
4701,unoszenie rąk w bok
4702,pukanie do drzwi
4703,dotykanie nosa
4704,dotykanie oczu
4705,Machanie palcami
4706,pogrożenie palcem
4707,Bodziec werbalny od terapeuty.
4708,Bodziec werbalny od terapeuty.
4726,Rodzina zestaw 1
4728,rozróżnia: jeden - wiele
4729,identyfikowanie cyfr do 5
4729,identyfikowanie cyfr do 10
4729,identyfikowanie liczb do 20
4729,identyfikowanie liczb do 15
4730,przeliczanie do 5
4730,przeliczanie do 10
4730,przeliczanie do 15
4730,Przeliczanie do 20
4731,dopasowywanie cyfry do 5
4731,dopasowywanie cyfry do 10
4731,dopasowywanie cyfry do 15
4731,dopasowywanie liczby do 20
4732,przepisuje słowa 1-sylabowe
4732,przepisuje słowa 2-sylabowe
4732,przepisuje związki 2 słów 1-sylabowych
4732,przepisuje związki 2 słów 2-sylabowych
4733,Widzę kubek (wybór z jednego)
4734,"wiosna, lato, jesień, zima"
4735,"śnieg, bałwan, śnieżyca"
4736,"kwiaty, słońce, drzewa z kwiatami"
4737,"słońce, morze, góry"
4738,"liście, wiatr, deszcz"
4739,"Odwzorować układ, szereg z: 5 elementów."
4740,"Odwzorować układ, szereg z: 8 elementów."
4741, Kontynuować: 2-stopniowy wzór czy sekwencję tematyczną (dla 3 różnych elementów).
4742, Kontynuować: 2-stopniowy wzór czy sekwencję atematyczną (dla 3 różnych elementów).
4743, Kontynuować: 3-stopniowy wzór czy sekwencję tematyczną (dla 4 różnych elementów).
4744, Kontynuować: 3-stopniowy wzór czy sekwencję atematyczną (dla 4 różnych elementów).
4745,Uzupełnić: 2-stopniowy wzór czy sekwencję tematyczną (dla 3 różnych elementów).
4746,Uzupełnić: 2-stopniowy wzór czy sekwencję atematyczną (dla 3 różnych elementów).
4747,Uzupełnić: 3-stopniowy wzór czy sekwencję tematyczną (dla 4 różnych elementów).
4748,Uzupełnić: 3-stopniowy wzór czy sekwencję atematyczną (dla 4 różnych elementów).
4749,"Rozpoznać czynności: je, pije, śpi, myje, gra, czyta, maluje, gotuje, czesze, huśta się."
4750,"Rozpoznać czynności: biega, ćwiczy, tańczy, wspina się, pisze, wycina, odkurza, otwiera, zamyka, włącza, nalewa."
4751,"Rozpoznać czynności: słucha, mówi, sprząta, czeka, stoi, idzie, ogląda, przykleja."
4752,Rozpoznać kolor: żółty.
4753,Rozpoznać kolor: zielony.
4754,Rozpoznać kolor: czerwony.
4755,Rozpoznać kolor: różowy.
4756,Rozpoznać kolor: niebieski.
4757,Rozpoznać kolor: pomarańczowy.
4758,Rozpoznać kolor: biały.
4759,Rozpoznać kolor: czarny.
4760,Rozpoznać kolor: brązowy.
4761,Rozpoznać kolor: szary.
4762,Rozpoznać kolor: fioletowy.
4763,Rozpoznać określenie: mały.
4764,Rozpoznać określenie: duży.
4765,Rozpoznać określenie: szybko.
4766,Rozpoznać określenie: powoli.
4767,Rozpoznać określenie: wesoły.
4768,Rozpoznać określenie: smutny.
4769,Rozpoznać określenie: zdenerwowany.
4770,Wybrać właściwe elementy ze względu na ich funkcję: krzesło (siedzieć).
4771,Wybrać właściwe elementy ze względu na ich funkcję: książka (czytać).
4772,Wybrać właściwe elementy ze względu na ich funkcję: kubek (pić).
4773,Wybrać właściwe elementy ze względu na ich funkcję: kredka (rysować).
4774,Wybrać właściwe elementy ze względu na ich funkcję: łóżko (spać).
4775,Wybrać właściwe elementy ze względu na ich funkcję: puzzle (układać).
4776,Wybrać właściwe elementy ze względu na ich funkcję: piłka (grać).
4777,Wybrać właściwe elementy ze względu na ich funkcję: talerz (jeść).
4778,Wskazać część ciała: głowa.
4779,Wskazać część ciała: nos.
4780,Wskazać część ciała: oko.
4781,Wskazać część ciała: brzuch.
4782,Wskazać część ciała: ręka.
4783,Wskazać część ciała: noga.
4784,Wskazać część ciała: ucho.
4785,"Wskazać część ciała: buzia, usta."
4786,Reagować na imię: z dystansu poprzez nawiązanie kontaktu wzrokowego.
4787,Reagować na imię: w grupie poprzez nawiązanie kontaktu wzrokowego.
4790,30 słów jedno- i dwusylabowe
4790,50 słów jedno i dwusylabowe
4791,"25 słów jedno-, dwu- i trzysylabowych"
4791,"30 słów jedno-, dwu- i trzysylabowe "
4791,"40 słów jedno-, dwu- i trzysylabowe"
4792,Wstań
4793,Daj mi
4794,Pokaż stół
4795,Wstań
4796,Daj mi
4797,do 30
4797,do 40
4798,do 30
4798,do 40
4802,"Dopasowywać cyfrę do zbioru 4,5,6."
4802,"Dopasowywać cyfrę do zbioru 7,8,9,10"
4802,"Dopasować cyfrę do zbioru 11,12,13,14,15,16,17,18,19,20"
4803,Przysiad z rękoma do przodu
4804,Wybiera właściwe elementy z rzędu 5 dla 25 różnych rzeczy.
4805,Reagować na imię z dystansu poprzez nawiązanie kontaktu wzrokowego.
4806,Reagować na imię w grupie poprzez nawiązanie kontaktu wzrokowego.
4807,Spontanicznie wypowiada 5 metrów pod nieobecność przedmiotu i bez podpowiedzi słownej.
4808,Rozpoznać kolor - żółty (z 2 różnych kolorów).
4809,Rozpoznać kolor - zielony (z 2 różnych kolorów).
4810,Rozpoznać kolor - czerwony (z 2 różnych kolorów).
4811,Rozpoznać kolor - różowy (z 2 różnych kolorów).
4812,Rozpoznać kolor - niebieski (z 2 różnych kolorów).
4813,Rozpoznać kolor - pomarańczowy (z 2 różnych kolorów).
4814,Rozpoznać kolor - biały (z 2 różnych kolorów).
4815,Rozpoznać kolor - czarny (z 2 różnych kolorów).
4816,Rozpoznać kolor - brązowy (z 2 różnych kolorów).
4817,Rozpoznać kolor - szary (z 2 różnych kolorów).
4818,Rozpoznać kolor - fioletowy (z 2 różnych kolorów).
4819,Prosić o wzmocnienia z wykorzystaniem systemu komunikacji PECS.
4820,"Określać przedmioty, osoby z wykorzystaniem przymiotników: mały."
4821,"Określać przedmioty, osoby z wykorzystaniem przymiotników: duży."
4822,"Określać przedmioty, osoby z wykorzystaniem przymiotników: wesoły."
4823,"Określać przedmioty, osoby z wykorzystaniem przymiotników: smutny."
4824,"Określać przedmioty, osoby z wykorzystaniem przymiotników: zdenerwowany."
4825,"Podać imię (werbalnie) na pytanie ""Jak masz na imię?""."
4831,30 sek
4831,15 sek
4831,45 sek
4831,2 min
4831,1 min
4834,30 słów jedno- i dwusylabowe
4834,50 słów jedno i dwusylabowe
4835,"25 słów jedno-, dwu- i trzysylabowych"
4835,"30 słów jedno-, dwu- i trzysylabowe "
4835,"40 słów jedno-, dwu- i trzysylabowe"
4837,Nazywam się...
4838,Moja szkoła
4839,P...
4840,S...
4841,Jak ma na imię...? Nauczyciele
4842,"""Daj 1..."""
4843,Daj 2...
4844,Daj 3...
4845,Dopasowywanie 1-6 elementów
4853,Kolory: zielony i czerwony
4853,Kolory: żółty i niebieski
4853,Kolory: biały i czarny
4853,Kolory: różowy i pomarańczowy
4854,Kolory: zielony i czerwony
4854,Kolor: żółty i niebieski
4854,Kolor: biały i czarny
4854,Kolor: różowy i pomarańczowy
4856,Odpowiada na pytanie Co?
4857,Po usłyszeniu swojego imienia dziecko patrzy na terapeutę
4857,"Po usłyszeniu swojego imienia dziecko mówi ""słucham"""
4858,Po usłyszeniu swojego imienia dziecko patrzy na terapeutę
4858,"Po usłyszeniu swojego imienia dziecko mówi ""słucham"""
4862,Lubię swoje przedszkole.
4862,Chodzę do przedszkola.
4862,Do przedszkola przyprowadza mnie tata.
4862,W przedszkolu bawię się klockami. 
4864,Cienie - koszulka dywan kurtka
4865,Zabawki - pilka miś auto
4866,Zwierzęta- pies krowa kura
4867,Niebieski zielony żółty czerwony czarny pomarańczowy 
4868,Walizki - zielony brązowy żółty niebieski czerwony czarny
4869,Reagowanie na imię
4870,Brzuch
4870,Kolana
4870,Ręce w górę
4871,koło
4872,Trójkąt
4873,kwadrat
4874,A
4875,"koło, trójkąt, kwadrat"
4876,"zielony, niebieski, czerwony, żółty, czarny,"
4877,"autobus, samolot, rower"
4878,"je, pije, śpi, myje zęby"
4879,Ile masz lat?
4880,"wodę gotujemy w..., smażymy na..., pijemy w..., jemy na..."
4881,"na głowę ubieramy, na nogi ubieramy, na ręce ubieramy, ubrania trzymamy w"
4882,"uczymy się w, czytamy, piszemy, kolorujemy"
4883,"śpimy w, zęby myjemy, w kuchni, w łazience"
4884,1 zł 2 zł 5 zł 10 zł 20 zł 
4885,A-J
4886,K-S
4887,Ś-Ż
4888,Czynność - Jeść
4889,Czynność - Pić
4890,Czynność - Myć zęby
4891,Czynność - Spać
4892,Czynność - Czytać książkę
4893,Jak ma na imię...? Nauczyciele
4894,Napisz jak masz na imię
4895,Napisz jak masz na nazwisko
4896,"Jemy...(kanapkę, jabłko)"
4897,"Pijemy... (wodę, herbatę)"
4898,Śpimy... (w łóżku)
4899,Historyjka o jedzeniu
4900,Chłopiec bawi się na placu zabaw
4901,Dziewczynka lepi bałwana
4902,Dziewczynka wskakuje do basenu i pływa
4908,Zadanie z trzema elementami
4909,Zadanie z pięcioma elementami
4910,Zadanie z 8 elementami
4911,Zadanie z 10 elementami
4915,Nawiązywać kontakt wzrokowy w reakcji na imię w grupie.
4916,Nawiązywać kontakt wzrokowy w reakcji na imię w grupie.
4917,Przysiad z rękoma do przodu.
4918,Imitować ruchy motoryki małej i dużej z użyciem przedmiotów.
4919,Dopasować napis do obrazka
4921,spokojna i szybka samodzielna praca
4924,Odpowiedź na pyanie dotyczące sytuacji w której ktoś jest smutny/wesoły
4925,Odpowiedź na pyanie dotyczącej sytuacji w której ktoś jest zły/przestraszony
4926,Odpowiedź na pytanie dotyczące różnych sytuacji społecznych(mix 1-2krok)
4927,Układanie i opowiedanie 3-elementowej historyjki
4928,Układanie i opowiadanie 4-elementowej historyjki
4929,Układanie i opowiadanie 5-elementowej historyjki
4932,Układa 5 elementowe puzzle
4933,zamknięcie drzwi/zgaszenie światła/położenie przemiotu na stole
4934,Pomóż mi wiązać szalik
4935,Pomóż mi otworzyć termos
4939,"szafa, łóżko, krzesło"
4940,"przerwa, tablet, jeść"
4941,"1, 2, 3"
4942,Nazywa pory roku na podstawie orazka.
4943,Odpowiada na 25 różnych pytań Co?
4944,Realizować plan SAM.
4945,Podlewanie kwiatów
4946,Rozpoznawać cyfrę 1
4946,Rozpoznaje cyfrę 2
4946,Rozpoznaje cyfrę 3
4946,Rozpoznaje cyfrę 4
4946,Rozpoznaje cyfrę 5
4946,Rozpoznaje cyfrę 6
4946,Rozpoznawać cyfrę 7
4946,Rozpoznawać cyfrę 8
4946,Rozpoznawać cyfrę 9
4946,Rozpoznawać cyfrę 10
4948,"Kontur o grubości ok. 3 cm; przestrzeń do zakolorowania ok 0,5 cm"
4948,"Kontur o grubości ok. 2 cm; przestrzeń do zakolorowania ok 1,5 cm"
4948,"Kontur o grubości ok. 1 cm; przestrzeń do zakolorowania ok 2,5 cm"
4948,Kontur o grubości ok. 0.5 cm; przestrzeń do zakolorowania ok 3 cm
4948,Kontur o zwykłej grubości
4950,Wybiera właściwie przedmioty spośród 4 dla 20 różnych przedmiotów lub obrazków.
4950,"Przedmioty : słoń, zielony kubek, książeczka,klocek,auto,klej,skarpetka,nożyczki,pisak"
4950,"Obrazki: piłka,rower,koń,banan,lalka,kot,gruszka,jabłko."
4950,"Przedmioty: marchewka,łyżeczka"
4951,Spontanicznie wypowiada 5 mandów pod nieobecność przedmiotu i bez podpowiedzi słownej.
4952,"Nazywa 5 czynności ,gdy pytane "
4953,Użyć komunikatu „ skończyłem”
4954,Proszenie o przedmioty
4955,Proszenie o aktywność
4956,Proszenie o usunięcie/przerwanie niechcianej aktywności
4957,Realizuje plan SAM
4958,Samodzielnie sprząta po posiłku.
4959,oglądanie filmu animowanego
4960,Kolorować w schemacie
4961,Mikołaj odczytuje z planu dnia GRA
4962,Proszenie o skorzystanie z toalety
4963,"""Pomóż mi"" wyrażone na pasku zdaniowym "
4963,"""Pomóż mi"" + określenie czego ma dotyczyć pomoc wyrażane na pasku zdaniowym"
4964,"Dopasowywanie skarpetki do skarpetki, klocka do klocka"
4964,"Dopasowywanie talerzyka do talerzyka, kubek do kubka"
4964,"Dopasowywanie kredki do kredki, łyżeczki do łyżeczki"
4964,"Dopasowywanie piłki do piłki, spinacz do spinacza"
4964,"Dopasowywanie kubka do kubka, łyżeczki do łyżeczki, piłki do piłki"
4964,"Dopasowywanie spinacza do spinacza, skarpetki do skarpetki, klocek do klocka"
4964,"Dopasowywanie talerzyka do talerzyka, but do buta, kredka do kredki"
4964,"Dopasowywanie koralika do koralika, patyczek do patyczka, guzik do guzika"
4968,Oddaje nagrodę w reakcji na timer z podpowiedzią
4968,Sam odkłada nagrodę
4968,Sam odkłada nagrodę i wyłącza timer
4968,Sam włącza i wyłącza timer po odłożeniu nagrody
4968,Sam programuje timer
4969,Da u
4969,Da mu
4969,Daj mu
4969,Daj mus
4971,Imitacja motoryki dużej - kucanie
4972,dopasowywanie pojedynczych [rzedmiotow lyzka do lyzki
4973,dopasowywanie identycznych przedmiotow widelc do widelca
4974,dopasowywanie identycznych elementow majtki do majtek
4975,dopasowywanie identycznych elementow skarpetki do skarpetek
4976,"Etykietować przedmioty, obrazki: mama."
4977,"Etykietować przedmioty, obrazki: Gabi."
4978,"Etykietować przedmioty, obrazki: babcia."
4979,"Etykietować przedmioty, obrazki: lala."
4980,"Etykietować przedmioty, obrazki: piłka."
4981,"Etykietować przedmioty, obrazki: książka."
4982,"Etykietować przedmioty, obrazki: tablet."
4983,"Etykietować przedmioty, obrazki: jeść."
4984,"Etykietować przedmioty, obrazki: pić."
4985,"Etykietować przedmioty, obrazki: uczyć się."
4986, Rozpoznać kolor - żółty (z 2 różnych kolorów).
4987, Rozpoznać kolor - zielony (z 2 różnych kolorów).
4988, Rozpoznać kolor - czerwony (z 2 różnych kolorów).
4989, Rozpoznać kolor - różowy (z 2 różnych kolorów).
4990, Rozpoznać kolor - niebieski (z 2 różnych kolorów).
4991, Rozpoznać kolor - pomarańczowy (z 2 różnych kolorów).
4992, Rozpoznać kolor - biały (z 2 różnych kolorów).
4993, Rozpoznać kolor - czarny (z 2 różnych kolorów).
4994, Rozpoznać kolor - brązowy (z 2 różnych kolorów).
4995, Rozpoznać kolor - szary (z 2 różnych kolorów).
4996, Rozpoznać kolor - fioletowy (z 2 różnych kolorów).
4997,Odpowiadanie na pytania dotyczące czasu teraźniejszego (co teraz robisz?)
4997,Odpowiadanie na pytania dotyczące czasu przeszłego (co robiłaś wcześniej?
4997,Odpowiadanie na pytania dotyczące czasu przyszłego (co będziesz robiła?
4997,"Mix kroków 1,2,3"
5001,"Pisać swoje imię i nazwisko (GABRIELA BARSKA) na polecenie ""Podpisz się"": z pełną podpowiedzią wizualną (wydrukowany tekst do poprawienia)."
5002,Kopiować cyfry i litery: cyfry (od 1 do 10) z podpowiedzią wizualną (wydrukowany znak do poprawienia).
5003,Kopiować cyfry i litery: litery (od A do Ł) z podpowiedzią wizualną (wydrukowany znak do poprawienia).
5004,Kopiować cyfry i litery: litery (od M do Ż) z podpowiedzią wizualną (wydrukowany znak do poprawienia).
5009,opowiadanie zawierające 2 wyrazy ( starter+rzeczownik)
5009,opowiadanie zawierające  3 wyrazy (starter+ rzeczownik+ czasownik/ starter+ rzeczownik/czasownik+ atrybut)
5009,opowiadanie zawierające 4 wyrazy (starter+rzeczownik+czasownik+atrybut)
5010,Nawiązuje kontakt wzrokowy w reakcji na imię
5011,Siedzi na krześle minimum 10 sekund
5012,Widzę kubek/talerz (wybór z dwóch) 
5014,"zestaw 1: kot, las, dom, mapa, buty,  lala, czekolada, helikopter"
5014,"Zestaw 2:  mama, mak, Tomek, dym, smok, krab, Ola, osa, komputer, telefon"
5015,"Zestaw 1: Ada, tata, dym, samochód, osa"
5016,"Zestaw 1: Ada, tata, dym, samochód, osa"
5017,Nauczyciel prezentuje wzór i wydaje polecenie uczniowi:narysuj tak samo
5018,Nauczyciel prezentuje imię w dwóch częściach
5019,Prezentowanie wzoru w dwóch częściach
5033,"uczeń etykietuje:mama, czapka, piłka"
5035,bycie w uwadze podczas wspólnej pracy uczniów
5036,Klaskanie
5036,Dotykanie głowy
5036,klepanie brzucha
5036,podnoszenie rąk
5036,Machanie ręką
5037,Granie na cymbałkach
5037,Karmienie misia (kubek i łyżeczka)
5037,Układanie wieży (3 klocki)
5037,Picie z kubka
5037,Puszczanie auta na zjeżdżalni 
5038,"Imituje komunikat ""nie"""
5039,Jak masz na imię?
5039,"odpowiedź na pytanie zamknięte ""nie"""
5039,"Odpowiedź na pytanie zamknięte ""tak"""
5043,Mikołaj odczytuje z planu dnia etykiete GRA
5043,"Idzie wybrać grę na polecenie nauczyciela ""Weź grę"
5043,Wybiera grę na podpowiedzi wskazującej.
5043,Samodzielnie wraca do stolika oraz przygotowuje grę wraz z 2 uczniem do rozgrywki.
5043,Rzuca kostką
5043,Samodzielnie wykonuje swój ruch zgodnie z zasadami gry.
5043,Samodzielnie podaję kostkę 2 graczowi.
5043,"Po zakończeniu rozgrywki informuje za pomocą PECS ""skończyłem grać"""
5043,Wraz z 2 graczem sprząta grę.
5043,"Na polecenie nauczyciela ""odnieś grę"",samodzielnie odnosi ją na regał i wraca na swoje miejsce."
5044,Odczytuje z planu dnia etykietę SAM
5044,Po podejściu do regału pojedynczo lecz w kolejności dopasowuje  piktogramy.
5044,"Pobiera zadanie, siada do stolika."
5044,Zapoznaje się z zadaniem.
5044,Samodzielnie wykonuje zadanie.
5046,"To jest ""..."""
5046,"To jest ""..."" + jedna cecha"
5046,"To jest ""..."" + dwie cechy"
5046,"To jest ""..."" + trzy cechy"
5053,Daj łyżeczkę/kubek (dwa do wyboru)
5055,Odmierza 1 kg
5055,"Odmierza 0,5 kg"
5055,"Odmierza 0,25 kg"
5056,Dopasowywanie jednostek litr
5056,Dopasowywanie jednostek litr w naturalnych sytuacjach
5056,Dopasowywanie jednostek mililitr
5056,Dopasowywanie jednostek mililitr w naturalnych sytuacjach
5057,Identyfikowanie jednostek litr
5057,Identyfikowanie jednostek litr w naturalnych sytuacjach
5057,Identyfikowanie jednostek mililitr
5057,Identyfikowanie jednostek mililitr w naturalnych sytuacjach
5058,Nazywanie jednostek litr
5058,Nazywanie jednostek litr w naturalnych sytuacjach
5058,Nazywanie jednostek mililitr
5058,Nazywanie jednostek mililitr w naturalnych sytuacjach
5059,Nazywa czynność „ grać w piłkę”
5059,Nazywa czynność „ huśtać się „
5059,Nazywa czynność „ układać puzzle”
5059,Nazywa czynność „ bawić się”
5059,Nazywa czynność „malować farbami”
5060,mama/tata/Olek/auto/dom
5060,jabłko/stół/piłka/szkoła/obiad
5061,historyjka 2-elementowa
5061,historyjka 3- elementowa
5061,historyjka 4- elementowa
5061,historyjka 5 - elementowa
5065,Opanowane aktywności planu dnia objęte kontraktem
5066,Zestaw wszystkich proaktywnych zadań realizowanych w danym dniu
5067,Wstań proszę!
5068,Wyrzuć proszę chusteczkę!
5069,Połóż to proszę na parapecie! (dowolny przedmiot)
5070,Układa 5 elementowe puzzle
5071,Daj
5072,"Dopasowywanie identycznych przedmiotów: auto do auta, obok nie ma żadnego przedmiotu"
5073,"Dopasowywanie identycznych przedmiotów: but do buta, obok nie ma żadnego przedmiotu"
5074,"Dopasowywanie identycznych przedmiotów: łyżka do łyżki, obok nie ma żadnego przedmiotu"
5075,"Dopasowywanie identycznych przedmiotów: but do buta, obok inny przedmiot"
5076,"Dopasowywanie identycznych przedmiotów: kredka do kredki, obok inny przedmiot"
5077,"Dopasowywanie identycznych przedmiotów: kredka do kredki, obok nie ma żadnego przedmiotu"
5078,"Dopasowywanie identycznych przedmiotów: łyżka do łyżki, obok inny przedmiot"
5079,"Dopasowywanie nieidentycznych przedmiotów: łyżka do łyżki, obok inny przedmiot"
5080,"Dopasowywanie nieidentycznych przedmiotów: łyżka do łyżki, obok nie ma żadnego przedmiotu"
5081,"Dopasowywanie nieidentycznych przedmiotów: but do buta, obok nie ma żadnych przedmiotów"
5082,"Dopasowywanie nieidentycznych przedmiotów: but do buta, obok inny przedmiot"
5083,"Dopasowywanie nieidentycznych przedmiotów: kredka do kredki, obok nie ma żadnych przedmiotów"
5084,"Dopasowywanie nieidentycznych przedmiotów: kredka do kredki, obok inny przedmiot "
5085,"Dopasowywanie nieidentycznych przedmiotów: auto do auta, obok inny przedmiot "
