LP_ID,LP_TITLE,DST_TITLE,POJ_TITLE,SCAT_TITLE,LMT_TITLE,LTE_TITLE,AT_TITLE,GDF_TITLE,LP_TRIAL_SEQUENCE,LP_TRIAL_HINTS,LP_START_CHECK_FORM,LP_START_CHECK_HINTS,LP_PASS_CRITERIA,LP_CLOSE_CRITERIA,LP_CLOSE_CRITERIA_PASS_COUNT,LP_VERIFICATION_PERIOD,LP_IOA_DEFINITION,LP_IOA_FREQUENCY,LP_MEASUREMENT_FREQUENCY,LP_MEASUREMENT_FREQUENCY_UNIT,LP_SPECIFIC_SOCIAL_AMPLIFICATIONS,LP_TEMPLATE,PLP_STATE,LPP_ID,min(SES_START_DATE),max(SES_START_DATE),diff,countofsession,sessioninweek,sessioninmonth
1299,SFS/A Mycie rąk MaOl,Ośrodkowy BIPET,Realizacja higieny osobistej,Umiejętności samoobsługowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,1,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1299,2018-12-05 07:31:05,2020-06-01 11:06:26,17,33,0,2
1301,SFG/A sprzątanie MaPa,Ośrodkowy BIPET,Sprzątanie,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,1,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1301,2018-11-19 07:22:06,2020-05-13 07:59:50,17,19,0,1
1305,PSZ/S rozumienie tekstu Kamil,Ośrodkowy BIPET,Rozumienie czytanego tekstu,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1305,2018-11-22 08:57:03,2021-05-24 07:06:46,30,30,0,1
1306,PSZ/S rozumienie tekstu Filip,Ośrodkowy BIPET,Rozumienie czytanego tekstu,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1306,2018-11-19 08:06:38,2021-05-13 09:50:57,29,39,0,1
1311,UKW/C- Czekanie MaBoj,Ośrodkowy BIPET,Czekanie,Współpraca,ćwiczenia w krokach - typ C,poprzez kontrakt,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,1,pretest,1,100,in-a-row,2,60,agree-to-full-ratio,semester,1,week,1,0,pending,1311,2018-11-22 09:07:36,2021-09-14 11:38:31,33,65,0,2
1313,Czytanie ,Ośrodkowy BIPET,Czytanie,Umiejętności szkolne,pojedyncze zestawy - typ D,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-set,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1313,2018-11-14 07:14:08,2019-12-12 07:00:34,12,33,1,3
1317,S/E Liczene AlTu ,Ośrodkowy BIPET,liczenie,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,3,90,agree-to-full-ratio,semester,1,week,1,0,pending,1317,2018-11-22 09:50:58,2021-09-30 06:29:29,34,150,1,4
1320,PSZ/E Rozpoznawanie i nazywanie kolorów i kształtów ADY,Ośrodkowy BIPET,Identyfikowanie i nazywanie kształtów i kolorów,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1320,2018-11-20 07:24:24,2020-06-17 06:23:47,18,76,1,4
1323,Rozumienie mowy.,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze zestawy - typ D,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-set,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1323,2018-11-15 07:07:41,2020-01-02 07:08:41,13,39,1,3
1329,SF/A  Pranie|RęcznikówPrzeWoj,Ośrodkowy BIPET,Realizacja czynności gospodarczych z użyciem sprzętu AGD,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,punktem,opis sposobów (syntetyczny) ,chain-full,1,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,suspended,1329,2018-11-21 07:13:27,2020-09-24 06:05:00,22,48,1,2
1330,SF/A Realizacja czynności gospodarczych FiSze,Ośrodkowy BIPET,Realizacja czynności gospodarczych z użyciem sprzętu AGD,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,punktem,opis sposobów (syntetyczny) ,chain-full,1,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1330,2018-11-19 07:42:15,2020-11-13 09:18:16,23,44,0,2
1334,S/E  Pisanie  AlTu,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1334,2018-11-22 09:50:58,2021-09-27 09:49:44,34,114,1,3
1342,UKD/B Dopasowywanie obrazków MaOl,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1342,2018-12-05 07:31:05,2020-06-08 10:38:41,18,46,1,3
1344,PSZ/SKrystian rozumienie tekstu,Ośrodkowy BIPET,Rozumienie czytanego tekstu,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1344,2018-11-26 10:49:57,2021-05-06 06:04:33,29,27,0,1
1354,MK/E Opis zwierząt na obrazkach ADY,Ośrodkowy BIPET,"Nazywanie przedmiotów, czynnności, osób  i ich wzajemnych relacji",Nazywanie,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis strategii,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,suspended,1354,2018-12-04 07:15:08,2020-02-17 10:02:18,14,47,1,3
1373,Odpowiadanie na pytania.,Ośrodkowy BIPET,Odpowiadanie na pytania,Konwersacje,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1373,2018-11-28 07:03:01,2021-04-27 06:06:43,28,40,0,1
1381,Segregowanie.,Ośrodkowy BIPET,Sortowanie elementów w kategoriach,Dopasowywanie i sortowanie,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,suspended,1381,2018-11-29 07:06:58,2019-12-12 07:00:31,12,20,0,2
1383,Zakupy.,Ośrodkowy BIPET,Robienie zakupów,Funkcjonowanie w naturalnym środowisku,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,0,pretest,0,100,in-a-row,3,90,agree-to-full-ratio,semester,1,week,0,0,suspended,1383,2018-11-30 07:02:10,2019-12-12 07:00:31,12,15,0,1
1393,SF/Z/2 - format textu,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,90,in-a-row,2,30,agree-to-full-ratio,semester,7,day,0,0,pending,1393,2018-12-04 07:00:42,2021-03-09 07:23:12,27,20,0,1
1394,UK/DS/1 - sortow.,Ośrodkowy BIPET,Sortowanie elementów w kategoriach,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,100,in-a-row,2,30,agree-to-full-ratio,semester,7,day,0,0,closed,1394,2018-12-06 07:13:36,2020-02-25 06:45:33,14,9,0,1
1395,PSZ/1 - dyktando,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,100,in-a-row,5,30,agree-to-full-ratio,semester,7,day,0,0,suspended,1395,2018-12-04 07:00:42,2021-03-09 07:23:12,27,25,0,1
1397,"MK/R/1 - słuchanie - odpowiedzi kto, co, gdzie",Ośrodkowy BIPET,"Rozumienie nazw rzeczowników, czasowników i przymiotników",Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1397,2018-12-04 07:00:42,2021-03-15 06:42:01,27,29,0,1
1399,"MK/R/2 - przymiotniki przeciwstawne (mały/duży, krótki/długi, pełny/pusty)",Ośrodkowy BIPET,Rozumienie stosunków przestrzennych,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,90,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,closed,1399,2018-12-07 07:00:50,2020-03-05 07:10:31,14,12,0,1
1401,SF/Z/1 - kserowanie,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,brak,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1401,2018-12-11 06:55:30,2021-03-15 06:42:01,27,16,0,1
1402,SF/Z/2 - form. tekstu,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,90,in-a-row,2,30,agree-to-full-ratio,semester,7,day,0,0,pending,1402,2018-12-11 06:55:38,2021-03-09 07:23:08,26,16,0,1
1404,SFS/A Mycie rąk AlTu,Ośrodkowy BIPET,Realizacja higieny osobistej,Umiejętności samoobsługowe,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,1,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1404,2019-01-03 06:25:53,2021-09-29 07:38:06,32,71,1,2
1411,UK/DS/5/MG,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,wyodrębnione próby,w wyodrębnionych próbach,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,21,agree-to-full-ratio,semester,1,week,0,0,pending,1411,2019-01-14 06:31:57,2020-02-03 07:48:12,12,9,0,1
1413,UK/DS/4/MG,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,wyodrębnione próby,w wyodrębnionych próbach,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,21,agree-to-full-ratio,semester,1,week,0,0,pending,1413,2019-01-18 06:40:02,2020-02-03 07:48:12,12,7,0,1
1431,PSZ_Podpisywanie się.,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,2,90,agree-to-full-ratio,semester,90,day,0,0,pending,1431,2018-12-10 07:10:26,2020-03-05 08:35:36,14,4,0,0
1432,M/K/komunikaty do rówieśnika podczas gry w kręgle,Ośrodkowy BIPET,Prowadzenie rozmowy,Konwersacje,pojedyncze ćwiczenia - typ B ,w próbach incydentalnych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,90,agree-to-full-ratio,semester,1,week,0,0,pending,1432,2019-01-04 06:39:24,2020-01-30 07:17:01,12,15,0,1
1433,M/K/komunikaty do rówieśników podczas gry w kręgle,Ośrodkowy BIPET,Prowadzenie rozmowy,Konwersacje,pojedyncze ćwiczenia - typ B ,trening incydentalny,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,90,agree-to-full-ratio,semester,1,week,0,0,suspended,1433,2019-01-04 06:39:17,2021-04-09 06:33:25,27,25,0,1
1443,SF/S/1/MG,Ośrodkowy BIPET,Realizacja higieny osobistej,Umiejętności samoobsługowe,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,po każdym kroku łańcucha,opis sposobów (syntetyczny) ,chain-full,0,pretest,0,100,in-a-row,3,28,agree-to-full-ratio,semester,1,week,0,0,suspended,1443,2018-12-11 06:56:53,2020-01-24 07:57:02,13,17,0,1
1453,SF/Z 4 - drukowanie,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1453,2019-01-11 07:22:02,2021-03-15 06:42:01,26,13,0,1
1454,SF/Z/5 - archiwizacja do segregatora,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,closed,1454,2018-12-13 07:04:46,2020-01-03 07:00:27,12,6,0,1
1457,MK/K/ 1 - dialog,Ośrodkowy BIPET,Prowadzenie rozmowy,Konwersacje,zestawy w krokach - typ E ,w wyodrębnionych próbach ciągłych,punktem,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,2,30,agree-to-full-ratio,semester,7,day,0,0,pending,1457,2019-03-21 07:10:42,2020-11-26 06:56:28,20,12,0,1
1464,SF/Z/1 - kserowanie GC,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1464,2018-12-13 07:04:50,2021-03-15 06:41:54,27,16,0,1
1466,SF/Z/3 - email GC,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1466,2018-12-13 07:04:50,2021-03-09 07:23:08,26,17,0,1
1467,JW - czytanie ze zrozumieniem,Ośrodkowy BIPET,Rozumienie czytanego tekstu,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,30,agree-to-full-ratio,semester,1,week,0,0,suspended,1467,2018-12-13 06:48:39,2020-10-09 06:45:36,21,13,0,1
1468,SF/Z/4 - drukowanie GC,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1468,2018-12-13 07:04:50,2021-02-22 07:02:39,26,11,0,0
1469,SF/Z/5 - archiwizacja do segregatora GC,Ośrodkowy BIPET,Wykonywanie pracy na zlecenie (polecenie),Umiejętności zawodowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,7,day,0,0,pending,1469,2018-12-13 07:04:50,2020-10-15 05:53:37,22,10,0,0
1476,PSZ/2 - pieniądze GC,Ośrodkowy BIPET,Znajomość nominałów pieniężnych,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,80,in-a-row,3,30,agree-to-full-ratio,semester,1,week,0,0,pending,1476,2019-01-04 07:00:43,2021-03-15 06:41:54,26,18,0,1
1477,PSZ/3 - podpisywanie się (imie/nazwisko) GC,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,1,week,0,0,pending,1477,2018-12-13 07:04:50,2021-03-15 06:41:54,27,27,0,1
1478,PSZ/4 - pisanie cyfry GC,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,100,in-a-row,3,30,agree-to-full-ratio,semester,1,week,0,0,pending,1478,2018-12-13 07:04:50,2020-01-20 06:58:47,13,10,0,1
1481,SF/S/2 - przygotowanie kanapki GC,Ośrodkowy BIPET,Przygotowanie prostych posiłków,Umiejętności samoobsługowe,łańcuchy czynności - typ A,łańcuchach zachowań od końca,brak,opis sposobów (syntetyczny) ,chain-end,0,pretest,0,100,in-a-row,4,30,agree-to-full-ratio,semester,1,week,0,0,suspended,1481,2018-12-13 07:04:50,2020-01-31 06:55:44,13,18,0,1
1488,UKW/A realizacja albumów aktywności MaOl,Ośrodkowy BIPET,Realizacja albumów aktywności,Spędzanie wolnego czasu,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,0,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,7,day,0,0,pending,1488,2019-01-03 07:12:06,2020-06-09 10:44:58,17,32,0,2
1498,UK/DS/4/ZJAWISKA I PORY ROKU,Ośrodkowy BIPET,Kojarzenie elementów (dopasowywanie ze względu na logiczne przesłanki),Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,100,in-a-row,3,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1498,2019-02-22 06:46:55,2020-03-02 07:37:16,12,9,0,1
1508,PSZ/S płynność czytania Krystian,Ośrodkowy BIPET,Płynność czytania,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach ciągłych,brak,opis strategii,exercise-all,0,pretest,0,90,in-a-row,2,90,agree-to-full-ratio,semester,1,day,0,0,pending,1508,2018-12-19 14:32:24,2021-05-06 06:04:33,28,81,1,3
1509,MKR/B Rozumienie i wykonywanie prostych poleceń MaOl,Ośrodkowy BIPET,Wykonywanie prostych poleceń,Rozumienie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,80,in-a-row,3,90,agree-to-full-ratio,semester,1,week,1,0,pending,1509,2019-01-03 07:12:06,2020-03-06 10:15:47,14,35,1,3
1510,Dopasowywać cyfrę do zbioru ,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,ćwiczenia w krokach - typ C,w wyodrębnionych próbach,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,0,pretest,0,90,in-a-row,5,14,agree-to-full-ratio,semester,1,week,0,0,pending,1510,2019-01-04 07:08:27,2021-05-18 06:03:45,28,26,0,1
1517,MK/K/2,Ośrodkowy BIPET,Odpowiadanie na pytania,Konwersacje,wyodrębnione próby,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,pretest,0,90,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,pending,1517,2019-01-04 07:06:32,2020-01-31 07:59:47,12,12,0,1
1521,SFG/A odkurzanie DoKr,Ośrodkowy BIPET,Realizacja czynności gospodarczych z użyciem sprzętu AGD,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach zachowań od końca,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-end,1,pretest,0,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,0,0,pending,1521,2019-01-09 10:46:12,2020-02-13 08:03:36,13,33,1,3
1522,UKW/C czekanie na stojąco DoKr,Ośrodkowy BIPET,Czekanie,Współpraca,ćwiczenia w krokach - typ C,w wyodrębnionych próbach nieciągłych,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-all,1,pretest,1,100,in-a-row,2,90,agree-to-full-ratio,semester,1,week,1,0,pending,1522,2019-01-09 10:46:12,2020-06-17 09:40:29,17,43,1,3
1523,PSZ/S płynność czytania Filip,Ośrodkowy BIPET,Płynność czytania,Umiejętności szkolne,zestawy w krokach - typ E ,w wyodrębnionych próbach ciągłych,brak,opis strategii,exercise-all,0,pretest,0,90,in-a-row,2,90,agree-to-full-ratio,semester,1,day,0,0,pending,1523,2018-12-20 08:48:01,2020-11-06 08:00:01,22,104,1,5
1526,PSZ/1/PISANIE IMIENIA I NAZWISKA,Ośrodkowy BIPET,Pisanie,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,100,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,closed,1526,2019-01-03 06:41:37,2020-01-20 07:18:54,12,11,0,1
1527,PSZ/3/ODLICZANIE,Ośrodkowy BIPET,liczenie,Umiejętności szkolne,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,90,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1527,2019-01-03 06:41:37,2020-03-02 07:37:16,13,12,0,1
1531,SFG/A  Nakrywanie do stołu AlTu,Ośrodkowy BIPET,Realizacja prostych czynności domowych ,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,0,pretest,0,100,in-period,2,90,agree-to-full-ratio-each-interval,semester,1,week,0,0,pending,1531,2019-01-03 06:25:53,2020-09-23 06:22:02,20,35,0,2
1533,Zakupy w sklepie,Ośrodkowy BIPET,Zakupy,Umiejętności gospodarcze,łańcuchy czynności - typ A,łańcuchach przez całk. prezentację,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,chain-full,0,pretest,0,100,in-a-row,5,90,agree-to-full-ratio,semester,1,week,0,0,suspended,1533,2019-01-04 07:08:27,2020-03-11 07:10:33,14,21,0,2
1539,UK/DS/1/3/DOP_KAT,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,90,in-a-row,3,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1539,2019-01-03 06:41:31,2020-03-09 07:13:58,14,38,1,3
1541,UK/W/1/REAGOWANIE NA IMIĘ,Ośrodkowy BIPET,Reagowanie na imię,Współpraca,pojedyncze ćwiczenia - typ B ,trening incydentalny,zgodnie z ind systemem wzmocnień,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,80,in-a-row,3,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1541,2019-01-10 06:51:23,2020-03-09 07:13:58,13,19,0,1
1542,UK/I/1/IMITACJA_MOT_D,Ośrodkowy BIPET,Imitacja motoryczna,Imitacja,ćwiczenia w krokach - typ C,w schemacie polecenie-model,bezpośrednio,opis sposobów (syntetyczny) ,exercise-all,0,baseline,0,80,in-a-row,3,14,agree-to-full-ratio,semester,1,week,0,0,pending,1542,2019-01-10 06:51:23,2021-02-18 07:03:11,25,25,0,1
1547,MK/N/1/3/NAZYWANIE_POJAZDY,Ośrodkowy BIPET,"Nazywanie przedmiotów, czynności, osób i ich wzajemnych relacji",Nazywanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,90,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1547,2019-01-03 06:41:31,2020-03-09 07:13:58,14,23,0,2
1548,MK/N/1/4/NAZYWANIE_CZYNNOŚCI,Ośrodkowy BIPET,"Nazywanie przedmiotów, czynności, osób i ich wzajemnych relacji",Nazywanie,pojedyncze ćwiczenia - typ B ,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-some,0,baseline,0,90,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1548,2019-01-03 06:41:31,2020-03-09 07:13:58,14,21,0,2
1550,MK/K/2/ZDANIA_NIEDOK,Ośrodkowy BIPET,Odpowiadanie na pytania,Konwersacje,pojedyncze zestawy - typ D,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-set,0,baseline,0,80,in-a-row,2,14,agree-to-full-ratio,semester,1,week,0,0,pending,1550,2019-01-07 06:36:56,2021-04-27 06:37:51,27,42,0,2
1552,UK/DS/1/DOP_ALFABET,Ośrodkowy BIPET,Dopasowywanie pojedynczych elementów,Dopasowywanie i sortowanie,ćwiczenia w krokach - typ C,w wyodrębnionych próbach,punktem,opis sposobów (syntetyczny) ,exercise-all,0,baseline,0,100,in-a-row,3,14,agree-to-full-ratio,semester,1,week,0,0,suspended,1552,2019-01-03 06:41:37,2020-01-07 07:23:03,12,16,0,1
